Airline,Flight Number,Aircraft Company,Origin,Destination,Arrival Time,Departure Time,Flight Duration,Flight Stops,Carbon Emission,Flight Price,Date
IndiGo,6E 135,Airbus A320,Kolkata,Chennai,11:10 AM,5:30 PM,6 hr 20 min,1 stop,208 kg CO2e,40691.0,"Sun, Nov 10"
IndiGo,6E 455,Airbus A321neo,Kolkata,Chennai,1:15 PM,7:25 PM,6 hr 10 min,1 stop,144 kg CO2e,46360.0,"Sun, Nov 10"
Air India,AI 703,Airbus A320,Kolkata,Chennai,4:50 AM,12:50 PM,8 hr,1 stop,285 kg CO2e,,"Sun, Nov 10"
Air India,AI 703,Airbus A320,Kolkata,Chennai,4:50 AM,3:10 PM,10 hr 20 min,1 stop,325 kg CO2e,,"Sun, Nov 10"
Air India,AI 703,Airbus A320,Kolkata,Chennai,4:50 AM,3:10 PM,10 hr 20 min,2 stops,327 kg CO2e,,"Sun, Nov 10"
Air India,AI 703,Airbus A320,Kolkata,Chennai,4:50 AM,5:25 PM,12 hr 35 min,2 stops,345 kg CO2e,,"Sun, Nov 10"
Air India,AI 703,Airbus A320,Kolkata,Chennai,4:50 AM,7:10 PM,14 hr 20 min,1 stop,338 kg CO2e,,"Sun, Nov 10"
Air India,AI 703,Airbus A320,Kolkata,Chennai,4:50 AM,8:10 PM,15 hr 20 min,2 stops,372 kg CO2e,,"Sun, Nov 10"
Air India,AI 703,Airbus A320,Kolkata,Chennai,4:50 AM,8:10 PM,15 hr 20 min,2 stops,372 kg CO2e,,"Sun, Nov 10"
Air India,AI 703,Airbus A320,Kolkata,Chennai,4:50 AM,8:10 PM,15 hr 20 min,2 stops,369 kg CO2e,,"Sun, Nov 10"
Air India,AI 703,Airbus A320,Kolkata,Chennai,4:50 AM,8:10 PM,15 hr 20 min,2 stops,372 kg CO2e,,"Sun, Nov 10"
Air India,AI 787,Airbus A320neo,Kolkata,Chennai,5:40 AM,7:10 PM,13 hr 30 min,2 stops,488 kg CO2e,,"Sun, Nov 10"
Air India,AI 763,Airbus A321,Kolkata,Chennai,6:40 AM,3:10 PM,8 hr 30 min,1 stop,330 kg CO2e,,"Sun, Nov 10"
Air India,AI 763,Airbus A321,Kolkata,Chennai,6:40 AM,5:25 PM,10 hr 45 min,2 stops,350 kg CO2e,,"Sun, Nov 10"
Air India,AI 763,Airbus A321,Kolkata,Chennai,6:40 AM,7:10 PM,12 hr 30 min,1 stop,343 kg CO2e,,"Sun, Nov 10"
Air India,AI 763,Airbus A321,Kolkata,Chennai,6:40 AM,8:10 PM,13 hr 30 min,2 stops,377 kg CO2e,,"Sun, Nov 10"
Air India,AI 763,Airbus A321,Kolkata,Chennai,6:40 AM,8:10 PM,13 hr 30 min,2 stops,374 kg CO2e,,"Sun, Nov 10"
Air India,AI 763,Airbus A321,Kolkata,Chennai,6:40 AM,8:10 PM,13 hr 30 min,2 stops,377 kg CO2e,,"Sun, Nov 10"
"Vistara, Air India",UK 720,Airbus A320,Kolkata,Chennai,7:00 AM,3:10 PM,8 hr 10 min,1 stop,309 kg CO2e,,"Sun, Nov 10"
Vistara,UK 720,Airbus A320,Kolkata,Chennai,7:00 AM,4:35 PM,9 hr 35 min,1 stop,284 kg CO2e,,"Sun, Nov 10"
"Vistara, Air India",UK 720,Airbus A320,Kolkata,Chennai,7:00 AM,7:10 PM,12 hr 10 min,1 stop,322 kg CO2e,,"Sun, Nov 10"
Vistara,UK 720,Airbus A320,Kolkata,Chennai,7:00 AM,8:20 PM,13 hr 20 min,1 stop,284 kg CO2e,,"Sun, Nov 10"
Air India Express,IX 2756,Airbus A320,Kolkata,Chennai,7:35 AM,5:35 PM,10 hr,1 stop,195 kg CO2e,,"Sun, Nov 10"
"Air India Express, Air India",IX 2756,Airbus A320,Kolkata,Chennai,7:50 AM,3:10 PM,7 hr 20 min,1 stop,190 kg CO2e,,"Sun, Nov 10"
"Air India Express, Air India",IX 2702,Airbus A320,Kolkata,Chennai,8:45 AM,3:10 PM,6 hr 25 min,1 stop,190 kg CO2e,,"Sun, Nov 10"
Air India Express,IX 2702,Airbus A320,Kolkata,Chennai,8:45 AM,5:35 PM,8 hr 50 min,1 stop,195 kg CO2e,,"Sun, Nov 10"
Air India,AI 676,Airbus A320neo,Kolkata,Chennai,9:25 AM,5:25 PM,8 hr,1 stop,234 kg CO2e,,"Sun, Nov 10"
"Air India, Vistara",AI 676,Airbus A320neo,Kolkata,Chennai,9:25 AM,7:50 PM,10 hr 25 min,1 stop,244 kg CO2e,,"Sun, Nov 10"
Air India,AI 676,Airbus A320neo,Kolkata,Chennai,9:25 AM,8:10 PM,10 hr 45 min,1 stop,262 kg CO2e,,"Sun, Nov 10"
Air India,AI 769,Airbus A321,Kolkata,Chennai,9:55 AM,7:10 PM,9 hr 15 min,1 stop,417 kg CO2e,,"Sun, Nov 10"
Air India,AI 769,Airbus A321,Kolkata,Chennai,9:55 AM,8:10 PM,10 hr 15 min,2 stops,448 kg CO2e,,"Sun, Nov 10"
"Vistara, Air India",UK 772,Airbus A320,Kolkata,Chennai,10:10 AM,5:25 PM,7 hr 15 min,1 stop,248 kg CO2e,,"Sun, Nov 10"
Vistara,UK 772,Airbus A320,Kolkata,Chennai,10:10 AM,7:50 PM,9 hr 40 min,1 stop,258 kg CO2e,,"Sun, Nov 10"
"Vistara, Air India",UK 772,Airbus A320,Kolkata,Chennai,10:10 AM,8:10 PM,10 hr,1 stop,276 kg CO2e,,"Sun, Nov 10"
Vistara,UK 706,Airbus A320,Kolkata,Chennai,10:25 AM,4:35 PM,6 hr 10 min,1 stop,284 kg CO2e,,"Sun, Nov 10"
"Vistara, Air India",UK 706,Airbus A320,Kolkata,Chennai,10:25 AM,7:10 PM,8 hr 45 min,1 stop,322 kg CO2e,,"Sun, Nov 10"
Vistara,UK 706,Airbus A320,Kolkata,Chennai,10:25 AM,8:20 PM,9 hr 55 min,1 stop,284 kg CO2e,,"Sun, Nov 10"
Air India,AI 785,Airbus A321,Kolkata,Chennai,5:00 PM,7:30 PM,2 hr 30 min,Nonstop,153 kg CO2e,,"Sun, Nov 10"
IndiGo,6E 2106,Airbus A320neo,Kolkata,Chennai,5:55 AM,12:10 PM,6 hr 15 min,1 stop,201 kg CO2e,12773.0,"Mon, Nov 11"
IndiGo,6E 512,Airbus A320,Kolkata,Chennai,12:50 PM,7:10 PM,6 hr 20 min,1 stop,150 kg CO2e,15724.0,"Mon, Nov 11"
IndiGo,6E 833,Airbus A320neo,Kolkata,Chennai,11:30 AM,1:50 PM,2 hr 20 min,Nonstop,103 kg CO2e,18523.0,"Mon, Nov 11"
IndiGo,6E 892,Airbus A320neo,Kolkata,Chennai,3:00 PM,5:25 PM,2 hr 25 min,Nonstop,103 kg CO2e,18523.0,"Mon, Nov 11"
Air India Express,IX 2656,Boeing 737MAX 8 Passenger,Kolkata,Chennai,11:20 AM,1:45 PM,2 hr 25 min,Nonstop,117 kg CO2e,,"Mon, Nov 11"
IndiGo,6E 334,Airbus A321neo,Kolkata,Chennai,11:00 AM,6:20 PM,7 hr 20 min,1 stop,142 kg CO2e,16687.0,"Mon, Nov 11"
IndiGo,6E 345,Airbus A321neo,Kolkata,Chennai,9:05 AM,3:15 PM,6 hr 10 min,1 stop,211 kg CO2e,17850.0,"Mon, Nov 11"
IndiGo,6E 235,Airbus A321neo,Kolkata,Chennai,11:45 AM,6:30 PM,6 hr 45 min,1 stop,144 kg CO2e,18418.0,"Mon, Nov 11"
IndiGo,6E 455,Airbus A321neo,Kolkata,Chennai,1:15 PM,6:30 PM,5 hr 15 min,1 stop,144 kg CO2e,18909.0,"Mon, Nov 11"
IndiGo,6E 344,Airbus A320neo,Kolkata,Chennai,5:15 AM,7:40 AM,2 hr 25 min,Nonstop,103 kg CO2e,19991.0,"Mon, Nov 11"
IndiGo,6E 563,Airbus A320neo,Kolkata,Chennai,8:40 AM,11:10 AM,2 hr 30 min,Nonstop,103 kg CO2e,20098.0,"Mon, Nov 11"
IndiGo,6E 235,Airbus A321neo,Kolkata,Chennai,11:45 AM,5:30 PM,5 hr 45 min,1 stop,144 kg CO2e,20308.0,"Mon, Nov 11"
IndiGo,6E 6623,Airbus A321neo,Kolkata,Chennai,5:25 AM,11:20 AM,5 hr 55 min,1 stop,142 kg CO2e,21393.0,"Mon, Nov 11"
IndiGo,6E 271,Airbus A320neo,Kolkata,Chennai,5:40 AM,11:40 AM,6 hr,1 stop,182 kg CO2e,23244.0,"Mon, Nov 11"
IndiGo,6E 5297,Airbus A321neo,Kolkata,Chennai,9:30 AM,4:00 PM,6 hr 30 min,1 stop,190 kg CO2e,26808.0,"Mon, Nov 11"
IndiGo,6E 5288,Airbus A321neo,Kolkata,Chennai,11:15 AM,5:40 PM,6 hr 25 min,1 stop,195 kg CO2e,26808.0,"Mon, Nov 11"
IndiGo,6E 135,Airbus A320,Kolkata,Chennai,11:10 AM,5:30 PM,6 hr 20 min,1 stop,208 kg CO2e,30096.0,"Mon, Nov 11"
IndiGo,6E 6438,Airbus A321neo,Kolkata,Chennai,4:55 AM,10:30 AM,5 hr 35 min,1 stop,144 kg CO2e,30178.0,"Mon, Nov 11"
IndiGo,6E 5065,Airbus A321neo,Kolkata,Chennai,1:45 AM,8:35 AM,6 hr 50 min,1 stop,195 kg CO2e,31768.0,"Mon, Nov 11"
IndiGo,6E 455,Airbus A321neo,Kolkata,Chennai,1:15 PM,7:25 PM,6 hr 10 min,1 stop,144 kg CO2e,32513.0,"Mon, Nov 11"
IndiGo,6E 6472,Airbus A320neo,Kolkata,Chennai,1:10 AM,7:05 AM,5 hr 55 min,1 stop,190 kg CO2e,38132.0,"Mon, Nov 11"
Air India,AI 703,Airbus A320,Kolkata,Chennai,4:50 AM,12:50 PM,8 hr,1 stop,285 kg CO2e,,"Mon, Nov 11"
"Air India, Vistara",AI 703,Airbus A320,Kolkata,Chennai,4:50 AM,4:35 PM,11 hr 45 min,1 stop,299 kg CO2e,,"Mon, Nov 11"
Air India,AI 703,Airbus A320,Kolkata,Chennai,4:50 AM,5:25 PM,12 hr 35 min,2 stops,345 kg CO2e,,"Mon, Nov 11"
Air India,AI 703,Airbus A320,Kolkata,Chennai,4:50 AM,5:25 PM,12 hr 35 min,2 stops,345 kg CO2e,,"Mon, Nov 11"
Air India,AI 703,Airbus A320,Kolkata,Chennai,4:50 AM,7:10 PM,14 hr 20 min,1 stop,324 kg CO2e,,"Mon, Nov 11"
Air India,AI 703,Airbus A320,Kolkata,Chennai,4:50 AM,8:10 PM,15 hr 20 min,2 stops,372 kg CO2e,,"Mon, Nov 11"
Air India,AI 703,Airbus A320,Kolkata,Chennai,4:50 AM,8:10 PM,15 hr 20 min,2 stops,372 kg CO2e,,"Mon, Nov 11"
Air India,AI 703,Airbus A320,Kolkata,Chennai,4:50 AM,8:10 PM,15 hr 20 min,2 stops,369 kg CO2e,,"Mon, Nov 11"
Air India,AI 703,Airbus A320,Kolkata,Chennai,4:50 AM,8:10 PM,15 hr 20 min,2 stops,372 kg CO2e,,"Mon, Nov 11"
Air India,AI 787,Airbus A320neo,Kolkata,Chennai,5:40 AM,7:10 PM,13 hr 30 min,2 stops,475 kg CO2e,,"Mon, Nov 11"
Air India,AI 787,Airbus A320neo,Kolkata,Chennai,5:40 AM,7:10 PM,13 hr 30 min,2 stops,475 kg CO2e,,"Mon, Nov 11"
Air India,AI 763,Airbus A321,Kolkata,Chennai,6:40 AM,5:25 PM,10 hr 45 min,2 stops,350 kg CO2e,,"Mon, Nov 11"
Air India,AI 763,Airbus A321,Kolkata,Chennai,6:40 AM,7:10 PM,12 hr 30 min,1 stop,329 kg CO2e,,"Mon, Nov 11"
Air India,AI 763,Airbus A321,Kolkata,Chennai,6:40 AM,8:10 PM,13 hr 30 min,2 stops,377 kg CO2e,,"Mon, Nov 11"
Air India,AI 763,Airbus A321,Kolkata,Chennai,6:40 AM,8:10 PM,13 hr 30 min,2 stops,374 kg CO2e,,"Mon, Nov 11"
Air India,AI 763,Airbus A321,Kolkata,Chennai,6:40 AM,8:10 PM,13 hr 30 min,2 stops,377 kg CO2e,,"Mon, Nov 11"
Vistara,UK 720,Airbus A320,Kolkata,Chennai,7:00 AM,4:35 PM,9 hr 35 min,1 stop,284 kg CO2e,,"Mon, Nov 11"
"Vistara, Air India",UK 720,Airbus A320,Kolkata,Chennai,7:00 AM,7:10 PM,12 hr 10 min,1 stop,309 kg CO2e,,"Mon, Nov 11"
Air India Express,IX 2756,Airbus A320,Kolkata,Chennai,7:35 AM,5:35 PM,10 hr,1 stop,195 kg CO2e,,"Mon, Nov 11"
"Air India Express, Air India",IX 1951,Boeing 737,Kolkata,Chennai,7:35 AM,7:10 PM,11 hr 35 min,2 stops,329 kg CO2e,,"Mon, Nov 11"
"Air India Express, Air India",IX 2756,Airbus A320,Kolkata,Chennai,7:50 AM,7:10 PM,11 hr 20 min,2 stops,463 kg CO2e,,"Mon, Nov 11"
Air India Express,IX 2702,Airbus A320,Kolkata,Chennai,8:45 AM,5:35 PM,8 hr 50 min,1 stop,195 kg CO2e,,"Mon, Nov 11"
Air India,AI 676,Airbus A320neo,Kolkata,Chennai,9:25 AM,5:25 PM,8 hr,1 stop,234 kg CO2e,,"Mon, Nov 11"
Air India,AI 676,Airbus A320neo,Kolkata,Chennai,9:25 AM,8:10 PM,10 hr 45 min,1 stop,262 kg CO2e,,"Mon, Nov 11"
"Air India, Vistara",AI 769,Airbus A321,Kolkata,Chennai,9:55 AM,4:35 PM,6 hr 40 min,1 stop,304 kg CO2e,,"Mon, Nov 11"
Air India,AI 769,Airbus A321,Kolkata,Chennai,9:55 AM,7:10 PM,9 hr 15 min,1 stop,329 kg CO2e,,"Mon, Nov 11"
Air India,AI 769,Airbus A321,Kolkata,Chennai,9:55 AM,8:10 PM,10 hr 15 min,2 stops,377 kg CO2e,,"Mon, Nov 11"
Air India,AI 769,Airbus A321,Kolkata,Chennai,9:55 AM,8:10 PM,10 hr 15 min,2 stops,374 kg CO2e,,"Mon, Nov 11"
Vistara,UK 706,Airbus A320,Kolkata,Chennai,10:25 AM,4:35 PM,6 hr 10 min,1 stop,284 kg CO2e,,"Mon, Nov 11"
"Vistara, Air India",UK 706,Airbus A320,Kolkata,Chennai,10:25 AM,7:10 PM,8 hr 45 min,1 stop,309 kg CO2e,,"Mon, Nov 11"
Air India,AI 785,Airbus A321,Kolkata,Chennai,5:00 PM,7:30 PM,2 hr 30 min,Nonstop,153 kg CO2e,,"Mon, Nov 11"
IndiGo,6E 512,Airbus A320,Kolkata,Chennai,12:50 PM,7:10 PM,6 hr 20 min,1 stop,150 kg CO2e,11770.0,"Tue, Nov 12"
IndiGo,6E 833,Airbus A320neo,Kolkata,Chennai,11:30 AM,1:50 PM,2 hr 20 min,Nonstop,103 kg CO2e,12990.0,"Tue, Nov 12"
IndiGo,6E 892,Airbus A320neo,Kolkata,Chennai,3:00 PM,5:25 PM,2 hr 25 min,Nonstop,103 kg CO2e,12990.0,"Tue, Nov 12"
IndiGo,6E 563,Airbus A320neo,Kolkata,Chennai,8:40 AM,11:10 AM,2 hr 30 min,Nonstop,103 kg CO2e,13620.0,"Tue, Nov 12"
IndiGo,6E 344,Airbus A320neo,Kolkata,Chennai,5:15 AM,7:40 AM,2 hr 25 min,Nonstop,103 kg CO2e,14143.0,"Tue, Nov 12"
Air India Express,IX 2656,Boeing 737MAX 8 Passenger,Kolkata,Chennai,11:20 AM,1:45 PM,2 hr 25 min,Nonstop,117 kg CO2e,,"Tue, Nov 12"
IndiGo,6E 334,Airbus A321neo,Kolkata,Chennai,11:00 AM,6:20 PM,7 hr 20 min,1 stop,142 kg CO2e,13749.0,"Tue, Nov 12"
IndiGo,6E 235,Airbus A321neo,Kolkata,Chennai,11:45 AM,5:30 PM,5 hr 45 min,1 stop,144 kg CO2e,14040.0,"Tue, Nov 12"
IndiGo,6E 235,Airbus A321neo,Kolkata,Chennai,11:45 AM,6:30 PM,6 hr 45 min,1 stop,144 kg CO2e,15825.0,"Tue, Nov 12"
IndiGo,6E 6623,Airbus A321neo,Kolkata,Chennai,5:25 AM,11:20 AM,5 hr 55 min,1 stop,142 kg CO2e,16378.0,"Tue, Nov 12"
IndiGo,6E 455,Airbus A321neo,Kolkata,Chennai,1:15 PM,6:30 PM,5 hr 15 min,1 stop,144 kg CO2e,16875.0,"Tue, Nov 12"
IndiGo,6E 271,Airbus A320neo,Kolkata,Chennai,5:40 AM,11:40 AM,6 hr,1 stop,182 kg CO2e,19762.0,"Tue, Nov 12"
IndiGo,6E 5297,Airbus A321neo,Kolkata,Chennai,9:30 AM,4:00 PM,6 hr 30 min,1 stop,190 kg CO2e,19870.0,"Tue, Nov 12"
IndiGo,6E 345,Airbus A321neo,Kolkata,Chennai,9:05 AM,3:25 PM,6 hr 20 min,1 stop,211 kg CO2e,19975.0,"Tue, Nov 12"
IndiGo,6E 6438,Airbus A321neo,Kolkata,Chennai,4:55 AM,10:30 AM,5 hr 35 min,1 stop,144 kg CO2e,21273.0,"Tue, Nov 12"
IndiGo,6E 5065,Airbus A321neo,Kolkata,Chennai,1:45 AM,8:35 AM,6 hr 50 min,1 stop,195 kg CO2e,21844.0,"Tue, Nov 12"
IndiGo,6E 135,Airbus A320,Kolkata,Chennai,11:10 AM,5:30 PM,6 hr 20 min,1 stop,208 kg CO2e,22821.0,"Tue, Nov 12"
IndiGo,6E 5288,Airbus A321neo,Kolkata,Chennai,11:15 AM,5:40 PM,6 hr 25 min,1 stop,195 kg CO2e,23529.0,"Tue, Nov 12"
IndiGo,6E 6472,Airbus A320neo,Kolkata,Chennai,1:10 AM,7:05 AM,5 hr 55 min,1 stop,190 kg CO2e,23904.0,"Tue, Nov 12"
IndiGo,6E 455,Airbus A321neo,Kolkata,Chennai,1:15 PM,7:25 PM,6 hr 10 min,1 stop,144 kg CO2e,26449.0,"Tue, Nov 12"
IndiGo,6E 235,Airbus A321neo,Kolkata,Chennai,11:45 AM,7:25 PM,7 hr 40 min,1 stop,144 kg CO2e,27323.0,"Tue, Nov 12"
Air India,AI 703,Airbus A320,Kolkata,Chennai,4:50 AM,12:50 PM,8 hr,1 stop,285 kg CO2e,,"Tue, Nov 12"
Air India,AI 703,Airbus A320,Kolkata,Chennai,4:50 AM,3:10 PM,10 hr 20 min,1 stop,325 kg CO2e,,"Tue, Nov 12"
Air India,AI 703,Airbus A320,Kolkata,Chennai,4:50 AM,4:35 PM,11 hr 45 min,1 stop,285 kg CO2e,,"Tue, Nov 12"
Air India,AI 703,Airbus A320,Kolkata,Chennai,4:50 AM,7:10 PM,14 hr 20 min,1 stop,338 kg CO2e,,"Tue, Nov 12"
Air India,AI 703,Airbus A320,Kolkata,Chennai,4:50 AM,8:20 PM,15 hr 30 min,1 stop,285 kg CO2e,,"Tue, Nov 12"
Air India,AI 763,Airbus A321,Kolkata,Chennai,6:40 AM,3:10 PM,8 hr 30 min,1 stop,330 kg CO2e,,"Tue, Nov 12"
Air India,AI 763,Airbus A321,Kolkata,Chennai,6:40 AM,4:35 PM,9 hr 55 min,1 stop,290 kg CO2e,,"Tue, Nov 12"
Air India,AI 763,Airbus A321,Kolkata,Chennai,6:40 AM,7:10 PM,12 hr 30 min,1 stop,343 kg CO2e,,"Tue, Nov 12"
Air India,AI 763,Airbus A321,Kolkata,Chennai,6:40 AM,8:20 PM,13 hr 40 min,1 stop,290 kg CO2e,,"Tue, Nov 12"
Air India,AI 2720,Airbus A320neo,Kolkata,Chennai,7:00 AM,3:10 PM,8 hr 10 min,1 stop,298 kg CO2e,,"Tue, Nov 12"
Air India,AI 2720,Airbus A320neo,Kolkata,Chennai,7:00 AM,4:35 PM,9 hr 35 min,1 stop,257 kg CO2e,,"Tue, Nov 12"
Air India,AI 2720,Airbus A320neo,Kolkata,Chennai,7:00 AM,7:10 PM,12 hr 10 min,1 stop,311 kg CO2e,,"Tue, Nov 12"
Air India,AI 2720,Airbus A320neo,Kolkata,Chennai,7:00 AM,8:20 PM,13 hr 20 min,1 stop,257 kg CO2e,,"Tue, Nov 12"
"Air India Express, Air India",IX 2756,Airbus A320,Kolkata,Chennai,7:50 AM,3:10 PM,7 hr 20 min,1 stop,190 kg CO2e,,"Tue, Nov 12"
"Air India Express, Air India",IX 2702,Airbus A320,Kolkata,Chennai,8:45 AM,3:10 PM,6 hr 25 min,1 stop,190 kg CO2e,,"Tue, Nov 12"
Air India Express,IX 2702,Airbus A320,Kolkata,Chennai,8:45 AM,5:35 PM,8 hr 50 min,1 stop,195 kg CO2e,,"Tue, Nov 12"
Air India,AI 2762,Airbus A320neo,Kolkata,Chennai,8:55 AM,3:10 PM,6 hr 15 min,1 stop,174 kg CO2e,,"Tue, Nov 12"
Air India,AI 676,Airbus A320neo,Kolkata,Chennai,9:25 AM,5:25 PM,8 hr,1 stop,234 kg CO2e,,"Tue, Nov 12"
Air India,AI 676,Airbus A320neo,Kolkata,Chennai,9:25 AM,7:50 PM,10 hr 25 min,1 stop,234 kg CO2e,,"Tue, Nov 12"
Air India,AI 676,Airbus A320neo,Kolkata,Chennai,9:25 AM,8:10 PM,10 hr 45 min,1 stop,262 kg CO2e,,"Tue, Nov 12"
Air India,AI 769,Airbus A321,Kolkata,Chennai,9:55 AM,4:35 PM,6 hr 40 min,1 stop,290 kg CO2e,,"Tue, Nov 12"
Air India,AI 769,Airbus A321,Kolkata,Chennai,9:55 AM,7:10 PM,9 hr 15 min,1 stop,343 kg CO2e,,"Tue, Nov 12"
Air India,AI 769,Airbus A321,Kolkata,Chennai,9:55 AM,8:10 PM,10 hr 15 min,2 stops,377 kg CO2e,,"Tue, Nov 12"
Air India,AI 769,Airbus A321,Kolkata,Chennai,9:55 AM,8:20 PM,10 hr 25 min,1 stop,290 kg CO2e,,"Tue, Nov 12"
Air India,AI 2772,Airbus A320neo,Kolkata,Chennai,10:10 AM,5:25 PM,7 hr 15 min,1 stop,234 kg CO2e,,"Tue, Nov 12"
Air India,AI 2772,Airbus A320neo,Kolkata,Chennai,10:10 AM,7:50 PM,9 hr 40 min,1 stop,234 kg CO2e,,"Tue, Nov 12"
Air India,AI 2772,Airbus A320neo,Kolkata,Chennai,10:10 AM,8:10 PM,10 hr,1 stop,262 kg CO2e,,"Tue, Nov 12"
Air India,AI 2706,Airbus A320neo,Kolkata,Chennai,10:25 AM,4:35 PM,6 hr 10 min,1 stop,257 kg CO2e,,"Tue, Nov 12"
Air India,AI 2706,Airbus A320neo,Kolkata,Chennai,10:25 AM,7:10 PM,8 hr 45 min,1 stop,311 kg CO2e,,"Tue, Nov 12"
Air India,AI 2706,Airbus A320neo,Kolkata,Chennai,10:25 AM,7:50 PM,9 hr 25 min,2 stops,317 kg CO2e,,"Tue, Nov 12"
Air India,AI 2706,Airbus A320neo,Kolkata,Chennai,10:25 AM,8:10 PM,9 hr 45 min,2 stops,344 kg CO2e,,"Tue, Nov 12"
Air India,AI 2706,Airbus A320neo,Kolkata,Chennai,10:25 AM,8:10 PM,9 hr 45 min,2 stops,344 kg CO2e,,"Tue, Nov 12"
Air India,AI 2706,Airbus A320neo,Kolkata,Chennai,10:25 AM,8:10 PM,9 hr 45 min,2 stops,342 kg CO2e,,"Tue, Nov 12"
Air India,AI 2706,Airbus A320neo,Kolkata,Chennai,10:25 AM,8:20 PM,9 hr 55 min,1 stop,257 kg CO2e,,"Tue, Nov 12"
Air India,AI 785,Airbus A321,Kolkata,Chennai,5:00 PM,7:30 PM,2 hr 30 min,Nonstop,153 kg CO2e,,"Tue, Nov 12"
IndiGo,6E 512,Airbus A320,Kolkata,Chennai,12:50 PM,7:10 PM,6 hr 20 min,1 stop,150 kg CO2e,11509.0,"Wed, Nov 13"
IndiGo,6E 344,Airbus A320neo,Kolkata,Chennai,5:15 AM,7:40 AM,2 hr 25 min,Nonstop,103 kg CO2e,12641.0,"Wed, Nov 13"
IndiGo,6E 833,Airbus A320neo,Kolkata,Chennai,11:30 AM,1:50 PM,2 hr 20 min,Nonstop,103 kg CO2e,12748.0,"Wed, Nov 13"
IndiGo,6E 892,Airbus A320neo,Kolkata,Chennai,3:00 PM,5:25 PM,2 hr 25 min,Nonstop,103 kg CO2e,12748.0,"Wed, Nov 13"
IndiGo,6E 563,Airbus A320neo,Kolkata,Chennai,8:40 AM,11:10 AM,2 hr 30 min,Nonstop,103 kg CO2e,13273.0,"Wed, Nov 13"
